,Category,Resume,city,job_title,company_name,location,summary,salary
1214,Joblisting,,Philadelphia,Marketing Research Analyst - Survey Tools,BAYADA Home Health Care,"Philadelphia, PA","1-2 years experience in survey research, data analysis, or project management is preferred. When contacted for assistance, delivers what is expected along with...",nothing_found
1215,Joblisting,,Philadelphia,Open Rank - Continuing Non-Tenure Track - Statistician,Villanova University,"Villanova, PA","Experience in analysis of large data sets highly desired. Teach, advise, participate in assisting and advising faculty and students in design of research and...",nothing_found
1216,Joblisting,,Philadelphia,Service Technical Analyst,BOEING,"Ridley Park, PA",Skilled scientists and thinkers. Reviews manufacturing non-conformity data for potential impact to in-service fleet....,nothing_found
1217,Joblisting,,Philadelphia,Research Internship,Lockheed Martin,"Cherry Hill, NJ 08002","In ACL you will work with engineers and scientists integral to defining, researching, and developing basic and applied solutions....",nothing_found
1218,Joblisting,,Philadelphia,Senior Manager- Data Analysis,"Resolvit, LLC","Philadelphia, PA",At least 5 years of experience with professional data analysis. At least 2 years of experience with open source or cloud data technologies....,nothing_found
1219,Joblisting,,Philadelphia,"Sr. Analyst, Quantitative Analytics",Lincoln Financial,"Philadelphia, PA","The position will be heavily involved in building sophisticated projection models that combine capital markets, actuarial and quantitative finance aspects to...",nothing_found
1220,Joblisting,,Philadelphia,Service Technical Analyst,BOEING,"Ridley Park, PA",Skilled scientists and thinkers. Reviews manufacturing non-conformity data for potential impact to in-service fleet....,nothing_found
1221,Joblisting,,Philadelphia,QUALITATIVE RESEARCH ANALYST,University of Pennsylvania,"Philadelphia, PA",Employ the following data collection techniques:. Experience in publishing scholarly manuscripts based on qualitative data....,nothing_found
1222,Joblisting,,Philadelphia,"Director, Data Science",Comcast,"Philadelphia, PA 19103 (Belmont area)","Use best practice and knowledge of internal and or external business issues to improve products, services and in solving complex problems.- Educate other...",nothing_found
1223,Joblisting,,Philadelphia,"Executive Director, Data Science",Comcast,"Philadelphia, PA 19103 (Belmont area)",You will provide both strategic and tactical leadership and direction for the existing data scientist as well as assess the organization's on-going talent...,nothing_found
1224,Joblisting,,Philadelphia,Quality Test Analyst III,Elsevier,"Philadelphia, PA 19103 (Belmont area)","Our cutting-edge technology platforms enable scientists, health professionals, and research students to make critical decisions, enhance productivity, and...",nothing_found
1225,Joblisting,,Philadelphia,"Data Capability Development Manager, Data CoE - US/UK",GlaxoSmithKline,"Upper Providence, PA",Data science skills development) and big data technology is also a key requirement so that complex and highly technical development can be translated into clear...,nothing_found
1226,Joblisting,,Philadelphia,Post Doctoral Researcher,Drexel University College of Medicine,"Philadelphia, PA","Candidates should be highly motivated scientists with strong interpersonal and communication skills, as well as the ability to work independently....",nothing_found
1227,Joblisting,,Philadelphia,APLD – Statistician,IMS Health,"Plymouth Meeting, PA 19462","And promotion data preferred. Experience on Big data technologies like Hive, Scala, Impala etc. Experience using pharmaceutical data such as IMS datasets (APLD,...",nothing_found
1228,Joblisting,,Philadelphia,Senior Data Engineer,The Meet Group,"Philadelphia, PA","As a subject matter expert in data architecture, you will mentor junior engineers and data scientists. Working closely with our Data Scientists, you will also...",nothing_found
1229,Joblisting,,Philadelphia,Research Analyst Intern,CBRE,"Conshohocken, PA","CBRE Group, Inc. (NYSE: CBG), #259 on Fortune 500 and an S&P 500 company headquartered in Los Angeles, is the world’s largest commercial real estate services...",nothing_found
1230,Joblisting,,Philadelphia,Post Doctoral Researcher,Drexel University College of Medicine,"Philadelphia, PA","Candidates should be highly motivated scientists with strong interpersonal and communication skills, as well as the ability to work independently....",nothing_found
1231,Joblisting,,Philadelphia,Ultimate Hoops Statistician,Life Time Fitness,"Valley Forge, PA",Experience tracking statistical data for basketball games. Life Time is currently seeking a qualified Ultimate Hoops Statistician....,nothing_found
1232,Joblisting,,Philadelphia,Analytical Research Associate,The Dow Chemical Company,"Collegeville, PA 19426","Generating data, maintaining electronic databases, documenting results in laboratory notebooks and reports....",nothing_found
1233,Joblisting,,Philadelphia,Senior Data Engineer,The Meet Group,"Philadelphia, PA","As a subject matter expert in data architecture, you will mentor junior engineers and data scientists. Working closely with our Data Scientists, you will also...",nothing_found
1234,Joblisting,,Philadelphia,Research Tech IV,Children's Hospital of Philadelphia,"Philadelphia, PA 19136 (Mayfield area)","Formulates and performs lab experiments, analyzes results, interpretation of methodology & reports the data and maintains appropriate log books and lab notebook...",nothing_found
1235,Joblisting,,Philadelphia,"Director, Data Scientist",KPMG,"Philadelphia, PA","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
1236,Joblisting,,Philadelphia,"Information Systems Analyst, Registrar's Office",Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)","Comm./Telecom./Networking - Data Communications Analyst. For more than a century, Philadelphia College of Osteopathic Medicine (PCOM) has trained highly...",nothing_found
1237,Joblisting,,Philadelphia,Groundwater Modeler,HDR,"Philadelphia, PA 19102 (City Center West area)","Acquire, organize and analyze environmental field data. Develop statistical and graphical comparisons of model results and data....",nothing_found
1238,Joblisting,,Philadelphia,Market Research Analyst / Methodologist,Kantar Health,"Horsham, PA","Experience working in the pharmaceutical industry/with pharmaceutical survey data is desired. Join us at Kantar Health and you’ll be part of 30,000 colleagues...",nothing_found
1239,Joblisting,,Philadelphia,Research Analyst I,ECRI Institute,"Plymouth Meeting, PA 19462","Mentors and trains Research Assistants in health technology assessment methodology, including study quality and trial design assessment, data extraction, and...",nothing_found
1240,Joblisting,,Philadelphia,Research Tech A - Cancer Biology - Lab of Elda Grabocka,Bluemle Life Science Bldg,"Philadelphia, PA 19107 (City Center East area)","The candidate will also collect, record, and compile data and information in support of research. We are seeking a Research Technician A to assist scientists in...",nothing_found
1241,Joblisting,,Philadelphia,Research IS Support Analyst III,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)",Req ID: 16865 Shift: Days Employment Status: AF - Active - Regular - Full Time Job Summary The IS Support Analyst III position is responsible for...,nothing_found
1242,Joblisting,,Philadelphia,Research Assoc I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)","Ability to use computers, email, Word and Powerpoint software, and other programs needed for data presentation and figure preparation....",nothing_found
1243,Joblisting,,Philadelphia,"Consultant, Predictive Analytics",IQVIA,"Plymouth Meeting, PA",You will work closely with data scientists who will provide expertise on how and when to use advanced statistical / machine learning methods;...,nothing_found
1244,Joblisting,,Philadelphia,Genetics Research Analyst,ECRI Institute,"Plymouth Meeting, PA 19462",Apply bio statistical concepts to accurately analyze and present data in reports. Use search results from medical librarians to select appropriate data for...,nothing_found
1245,Joblisting,,Philadelphia,"Senior Financial Analyst, Elsevier Health Markets",Elsevier,"Philadelphia, PA 19103 (Belmont area)","Passion for digging into data to identify critical outcomes. Experience in reporting and analyzing data at the highest quality level, having demonstrated the...",nothing_found
1246,Joblisting,,Philadelphia,Entry Formulation Scientist,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA","Formulation Scientist responsibilities include, but are not limited to, the following :. Eurofins Lancaster Laboratories PSS is searching for a Formulation...",nothing_found
1247,Joblisting,,Philadelphia,Advanced Analytics- Solution Principal,Slalom Consulting,"Philadelphia, PA",Experience leading and mentoring a team of data scientists. Experience with analyzing streaming data from sensors and devices....,nothing_found
1248,Joblisting,,Philadelphia,Post Doc Fellow,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)","The Philadelphia campus maintains core facilities for cell biology, biochemistry, molecular biology, tissue processing, imaging, in vivo physiological analyses,...",nothing_found
1249,Joblisting,,Philadelphia,"Director, Data Scientist/Statistics -- Financial Services",KPMG,"Philadelphia, PA","Utilize a variety of rich variety of data sources such as web data, internal/external documents, emails, financial, transactional, sales, and operational data;...",nothing_found
1250,Joblisting,,Philadelphia,"Manager, Data Scientist -- ML/NLP",KPMG,"Philadelphia, PA","Retrieve, prepare, and process a rich data variety of data sources such as social media, news, internal/external documents, emails, financial data, and...",nothing_found
1251,Joblisting,,Philadelphia,"Program Associate, SU2C",American Association for Cancer Research,"Philadelphia, PA","Collects and records relevant grant application data. Communicates with donors regarding grant recipients, and with scientists regarding their progress reports...",nothing_found
1252,Joblisting,,Philadelphia,POSTDOC FELLOW,Temple University Health System,"Philadelphia, PA",The Postdoctoral Fellow is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal of...,nothing_found
1253,Joblisting,,Philadelphia,POSTDOC ASSOCIATE,Temple University Health System,"Philadelphia, PA",The Postdoctoral Associate is a training post wherein the postdoc conducts independent original research under the mentorship of FCCC/ICR faculty with the goal...,nothing_found
1254,Joblisting,,Philadelphia,Director HR Data Scientist,KPMG,"Philadelphia, PA","Develop data visualizations that allow users to gain insights into the data. KPMG is currently seeking a HR Director, Data Scientist to join our HR organization...",nothing_found
1255,Joblisting,,Philadelphia,RESEARCH SPECIALIST A/B,University of Pennsylvania,"Philadelphia, PA","In addition, the candidate will also provide general lab support by managing and maintaining laboratory supplies, and participate in data analyses,...",nothing_found
1256,Joblisting,,Philadelphia,Infrastructure Facilities Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)","Migration of data centre infrastructure between sites. Our cutting-edge technology platforms enable scientists, health professionals, and research students to...",nothing_found
1257,Joblisting,,Philadelphia,SENIOR STATISTICAL ANALYST,University of Pennsylvania,"Philadelphia, PA","Expertise with data visualization techniques, dimension reduction, and ability to work across a wide range of statistical and computer programming tools ( SAS ,...",nothing_found
1258,Joblisting,,Philadelphia,"Data Communications Manager, Data CoE - US/UK",GlaxoSmithKline,"Upper Providence, PA","A good understanding of data concepts, capabilities and technology is also a key requirement so that complex and highly technical information can be...",nothing_found
1259,Joblisting,,Philadelphia,Rotorcraft Flying Qualities Engineer (Entry Level),BOEING,"Ridley Park, PA","Skilled scientists and thinkers. Use of piloted simulation and flight testing, including planning, data analysis, and interpretation of pilot comments to assess...",nothing_found
1260,Joblisting,,Philadelphia,Bioinformatics Engr I,Children's Hospital of Philadelphia,"Philadelphia, PA 19104 (Belmont area)","Provide efficient data management support including file transfers, data formatting and manipulation, and basic integration of data from a variety of...",nothing_found
1261,Joblisting,,Philadelphia,Accounting Associate,American Association for Cancer Research,"Philadelphia, PA","Excellent data entry skills. Enters all data into accounting system. This position is responsible for all aspects of accounts payable including voucher coding,...",nothing_found
1262,Joblisting,,Philadelphia,Machine Learning Engineer,Workbridge Associates,"Philadelphia, PA",Do you think about writing beautiful code while eating breakfast? Do you build applications you are proud of and want to tell your friends about? Do you get...,"$100,000 - $130,000 a year"
1263,Joblisting,,Philadelphia,"Manager, Data Analysis & Insights","Stratacache, A Family of Companies","Malvern, PA 19355","Minimum 3 years providing direct management experience to Data Scientists and/or Analysts. Manager, Data Analysis & Insights....",nothing_found
1264,Joblisting,,Philadelphia,Research Analyst and Program Manager,Drexel University,"Philadelphia, PA","Possess subject matter expertise including experience working with higher education data, including administrative/enterprise data systems preferred....",nothing_found
1265,Joblisting,,Philadelphia,Research Analyst - Emergency Medicine Department - Full Time,Thompson Building,"Philadelphia, PA 19107 (City Center East area)","Plans, coordinates, and drafts grant proposal submissions, data management strategies, data analytic strategies, and manuscript preparation and submission with...",nothing_found
1266,Joblisting,,Philadelphia,SR SYS ANALYST - CLIN RESEARCH (Fox Chase Cancer Center),Temple University Health System,"Philadelphia, PA",Senior System Analyst - Clinical Research (Full Time / Day Shift) Fox Chase Cancer Center Defines and documents system scope and objectives based on...,nothing_found
1267,Joblisting,,Philadelphia,Infrastructure Engineer,Oncora Medical,"Philadelphia, PA",Work with the Data Scientists and Data Engineers to build a production-grade data lake. Improve and optimize existing data pipelines in conjunction with data...,"$80,000 - $110,000 a year"
1268,Joblisting,,Philadelphia,Backend Engineer,Oncora Medical,"Philadelphia, PA",Improve and optimize existing data pipelines in conjunction with data scientists and engineers. Identify and extract useful information from heterogeneous data...,"$80,000 - $120,000 a year"
1269,Joblisting,,Philadelphia,Computational Biologist,GlaxoSmithKline,"Collegeville, PA 19426","From data to therapeutics. Harnessing public domain data to discover and validate therapeutic targets. Expertise in a programming language (such as R, Python or...",nothing_found
1270,Joblisting,,Philadelphia,Computational Biologist,GlaxoSmithKline,"Collegeville, PA 19426","From data to therapeutics. Harnessing public domain data to discover and validate therapeutic targets. Expertise in a programming language (such as R, Python or...",nothing_found
1271,Joblisting,,Philadelphia,Research Analyst and Program Manager,Drexel University,"Philadelphia, PA","Possess subject matter expertise including experience working with higher education data, including administrative/enterprise data systems preferred....",nothing_found
1272,Joblisting,,Philadelphia,"Analyst, Research",JLL,"Berwyn, PA",Use tools such as ESRI & Tableau to visualize data offerings. Respond to internal and external clients’ requests for data and insight....,nothing_found
1273,Joblisting,,Philadelphia,Infrastructure Engineer,Oncora Medical,"Philadelphia, PA",Work with the Data Scientists and Data Engineers to build a production-grade data lake. Improve and optimize existing data pipelines in conjunction with data...,"$80,000 - $110,000 a year"
1274,Joblisting,,Philadelphia,Backend Engineer,Oncora Medical,"Philadelphia, PA",Improve and optimize existing data pipelines in conjunction with data scientists and engineers. Identify and extract useful information from heterogeneous data...,"$80,000 - $120,000 a year"
1275,Joblisting,,Philadelphia,Research Analyst - Emergency Medicine Department - Full Time,Thompson Building,"Philadelphia, PA 19107 (City Center East area)","Plans, coordinates, and drafts grant proposal submissions, data management strategies, data analytic strategies, and manuscript preparation and submission with...",nothing_found
1276,Joblisting,,Philadelphia,SR SYS ANALYST - CLIN RESEARCH (Fox Chase Cancer Center),Temple University Health System,"Philadelphia, PA",Senior System Analyst - Clinical Research (Full Time / Day Shift) Fox Chase Cancer Center Defines and documents system scope and objectives based on...,nothing_found
1277,Joblisting,,Philadelphia,Quant Research Analyst,3coast,"Philadelphia, PA","Experience in data and time series analysis strongly preferred. 2+ years of professional and/or academic experience in model development, big data analysis and...","$150,000 - $250,000 a year"
1278,Joblisting,,Philadelphia,Market Research Analyst,Accudyne Industries,"Ivyland, PA","Devise and evaluate methods and procedures for collecting data or arrange to obtain existing data. Prepare reports of findings, illustrating data graphically...",nothing_found
1279,Joblisting,,Philadelphia,Research Chemist - Chromatography Job,Arkema Americas,"King of Prussia, PA",Strong willingness to learn from Research Scientists. The data is generated for internal and external customers with moderate supervision....,nothing_found
1280,Joblisting,,Philadelphia,Lab Asst,Temple University,"Philadelphia, PA",Compiling and organizing research data and routine lab material ordering. The Laboratory Assistant will work under the close supervision of the Research...,nothing_found
1281,Joblisting,,Philadelphia,POSTDOCTORAL FELLOW POPULATION ANALYTICS,Johnson & Johnson Family of Companies,"Spring House, PA",Strong computing and data management skills are required. This postdoc will integrate electronic health record data with that from multiple ‘omics platforms to...,nothing_found
1282,Joblisting,,Philadelphia,Solution Engineer – Cloud Analytics,Pfizer Inc.,"Collegeville, PA","The commercial analytics program will introduce a new generation of technologies and capabilities to analysts, data wranglers and data scientists....",nothing_found
1283,Joblisting,,Philadelphia,Chemist - Electrocoat,Axalta Coating Systems,"Philadelphia, PA",Knowledge of designed experimentation and statistical data analysis is a plus. Axalta Coating Systems is seeking an Electrocoat Scientist to advance our...,nothing_found
1284,Joblisting,,Philadelphia,Chem Store Chemist,Sodexo,"King of Prussia, PA",This position is intended to support GlaxoSmithKline Research Scientists. § To ensure timely and accurate reporting of data including performance metrics....,nothing_found
1285,Joblisting,,Philadelphia,Soil Farm Permitter,Bison,"North Central, PA",Utilize the Web Soil Survey to identify soil data and information on soil types located within potential spread sites....,nothing_found
1286,Joblisting,,Philadelphia,Senior Research Analyst - Medical Cost & Business Analytics,Independence Blue Cross,"Philadelphia, PA","Experience analyzing large datasets, demonstrable technical experience and data management skills including data extraction, data scrubbing, data transformation...",nothing_found
1287,Joblisting,,Philadelphia,Sr. Statistician,TransReach,"Wilmington, DE",Experience analyzing and manipulating unstructured data. Previous exposure to Big Data would be beneficial....,nothing_found
1288,Joblisting,,Philadelphia,"Associate Principal Programmer, Statistical Programming- Oncology",Merck,"Upper Gwynedd, PA","Familiarity with statistical analysis methods and clinical data management concepts. Expertise in SAS and clinical trial programming including data steps,...",nothing_found
1289,Joblisting,,Philadelphia,"Associate Director, Asset Lead, Clinical Data Sciences",Pfizer Inc.,"Collegeville, PA","As needed, serve as Clinical Data Scientist for one or more clinical trials assuming responsibility for all DMM activities including selection and application...",nothing_found
1290,Joblisting,,Philadelphia,POSTDOCTORAL FELLOW POPULATION ANALYTICS,Johnson & Johnson Family of Companies,"Spring House, PA",Strong computing and data management skills are required. This postdoc will integrate electronic health record data with that from multiple ‘omics platforms to...,"$58,000 - $74,000 a year (Indeed est.)"
1291,Joblisting,,Philadelphia,Software Engineer II,Elsevier,"Philadelphia, PA 19103 (Belmont area)",Proficiency with data manipulation language. Basic knowledge of data manipulation languages. Ability to work with simple data models....,"$87,000 - $111,000 a year (Indeed est.)"
1292,Joblisting,,Philadelphia,Senior Chemist - Electrocoat,Axalta Coating Systems,"Philadelphia, PA",Knowledge of designed experimentation and statistical data analysis is a plus. Axalta Coating Systems is seeking a Senior Electrocoat Scientist to advance our...,nothing_found
1293,Joblisting,,Philadelphia,Lead Software Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)","A global company based in Amsterdam, Elsevier partners with scientists, researchers, healthcare providers, educators and decision-makers in academic...","$107,000 - $136,000 a year (Indeed est.)"
1294,Joblisting,,Philadelphia,Lead Software Engineer - Platforms,Elsevier,"Philadelphia, PA 19103 (Belmont area)","A global company based in Amsterdam, Elsevier partners with scientists, researchers, healthcare providers, educators and decision-makers in academic...","$114,000 - $144,000 a year (Indeed est.)"
1295,Joblisting,,Philadelphia,Chem Store Chemist,Sodexo,"King of Prussia, PA",This position is intended to support GlaxoSmithKline Research Scientists. § To ensure timely and accurate reporting of data including performance metrics....,nothing_found
1296,Joblisting,,Philadelphia,Solution Engineer – Cloud Analytics,Pfizer Inc.,"Collegeville, PA","The commercial analytics program will introduce a new generation of technologies and capabilities to analysts, data wranglers and data scientists....",nothing_found
1297,Joblisting,,Philadelphia,"Associate Principal Programmer, Statistical Programming- Oncology",Merck,"Upper Gwynedd, PA","Familiarity with statistical analysis methods and clinical data management concepts. Expertise in SAS and clinical trial programming including data steps,...",nothing_found
1298,Joblisting,,Philadelphia,PATENT AGENT,University of Pennsylvania,"Philadelphia, PA",You will be providing mentorship/guidance to research scientists regarding data and record requirements for supporting defensible patent applications....,nothing_found
1299,Joblisting,,Philadelphia,Senior IT Development Manager (Data Architecture and Analysis),TD Bank,"Mount Laurel, NJ",Previous experience managing and leading a team of Data Architects and Data Analysts providing expertise in defining and managing detailed system design for...,nothing_found
1300,Joblisting,,Philadelphia,Sr. Architect,Elsevier,"Philadelphia, PA 19103 (Belmont area)","Experience working with one or more big data technologies such as HADOOP, Spark, and other big data technologies....",nothing_found
1301,Joblisting,,Philadelphia,Business Analyst Intern,Agilent,"Wilmington, DE","Related tasks include data mining, generating reports, performing data validation, mapping business processes and resolving data issues or discrepancies....",nothing_found
1302,Joblisting,,Philadelphia,Senior Statistician,Johnson & Johnson Family of Companies,"Spring House, PA","Janssen Research & Development, LLC, a Johnson and Johnson Company, is hiring a Senior Statistician to be in Raritan or Titusville, NJ, or Spring House, PA....",nothing_found
1303,Joblisting,,Philadelphia,Security Engineer,Oncora Medical,"Philadelphia, PA",You will work with our small team of engineers and scientists to ensure that new and old code meets security requirements and that sensitive health data remains...,"$100,000 - $150,000 a year"
1304,Joblisting,,Philadelphia,Postdoctoral Research Fellow – High Content Imaging,Merck,"West Point, PA","Acquiring data, performing complex analyses of large data sets, interpreting the results; Visualization of large data sets (Spotfire, etc.)....",nothing_found
1305,Joblisting,,Philadelphia,Administrative Clinical Manager,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)","Identifies problem and secures relevant data to identify cause. For more than a century, Philadelphia College of Osteopathic Medicine (PCOM) has trained highly...",nothing_found
1306,Joblisting,,Philadelphia,Supply Chain Specialist,BOEING,"Ridley Park, PA","Skilled scientists and thinkers. Experience performing data analysis and/or reporting. Processes, tracks, prepare and inputs supply chain management data....",nothing_found
1307,Joblisting,,Philadelphia,Program Administrator,Drexel University,"Philadelphia, PA",Obtains and maintains up-to-date data regarding status of enrolled students:. Assists faculty scientists and the Office of Nursing & Health Professions Research...,nothing_found
1308,Joblisting,,Philadelphia,Senior Human Resources Associate,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)","Reviews job descriptions, salary surveys and other historical data and makes recommendations on all new hire salary offers, promotions, and title changes....",nothing_found
1309,Joblisting,,Philadelphia,Senior Software Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)","Work with the data acquisition team to help develop acquisition frameworks, data storage strategies, and integration methods with our search index....",nothing_found
1310,Joblisting,,Philadelphia,Citi Branded Cards Analytic Associate,Citi,"Wilmington, DE 19894",We collect and analyze data on a daily basis and are seeking data scientists with a passion for consumer insights to help us grow on our mission to develop the...,nothing_found
1311,Joblisting,,Philadelphia,Senior Software Engineer - Search,Elsevier,"Philadelphia, PA 19103 (Belmont area)",Design and work with complex data models. Strong proficiency with data manipulation language including optimization techniques....,nothing_found
1312,Joblisting,,Philadelphia,Facilities Provisioning Spec,BOEING,"Ridley Park, PA","Skilled scientists and thinkers. Experience with provisioning data, process methodology to support facilities, production and product development....",nothing_found
1313,Joblisting,,Philadelphia,Research Associate,The Chemours Company,"Wilmington, DE","Skills in data analysis; Able to analyze and interpret data, draw conclusions and determine next steps. The successful candidate will need to design experiments...",nothing_found
1314,Joblisting,,Philadelphia,Digital Transformation Consultant,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",nothing_found
1315,Joblisting,,Philadelphia,Investigator,GlaxoSmithKline,"Upper Providence, PA",Versed in multiparametric data analyses and high throughput image analysis systems. Strong multiparametric data analysis skills as applied to high content...,nothing_found
1316,Joblisting,,Philadelphia,Sr. Data Manager (Sr. Associate),Pfizer Inc.,"Collegeville, PA",Serve as Data Manager for one or more clinical trials assuming responsibility for DMM activities including selection and application of data acquisition...,nothing_found
1317,Joblisting,,Philadelphia,Associate Investigator,DuPont,"Wilmington, DE","Demonstrated effective written and oral communication of scientific data. Level research scientists in various aspects of research programs in microbiology,...",nothing_found
1318,Joblisting,,Philadelphia,Senior Epidemiologist,Merck,"Upper Gwynedd, PA",Directs data management activities to ensure high quality. And familiar with software packages used to process epidemiologic data....,nothing_found
1319,Joblisting,,Philadelphia,Senior Fraud Analytics Manager,"Radial, Inc.","King of Prussia, PA 19406","The successful candidate will also be a good communicator, interacting with data scientists, engineers and internal business partners....",nothing_found
1320,Joblisting,,Philadelphia,Digital Transformation Consultant,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",nothing_found
1321,Joblisting,,Philadelphia,Facilities Provisioning Spec,BOEING,"Ridley Park, PA","Skilled scientists and thinkers. Experience with provisioning data, process methodology to support facilities, production and product development....",nothing_found
1322,Joblisting,,Philadelphia,Senior Quantitative Analyst,OneMain Financial,"Wilmington, DE",Data query experience. Responsible for data extraction and quantitative analysis to generate business insights....,nothing_found
1323,Joblisting,,Philadelphia,Senior Human Resources Associate,Philadelphia College of Osteopathic Medicine,"Philadelphia, PA 19131 (Wynnefield area)","Reviews job descriptions, salary surveys and other historical data and makes recommendations on all new hire salary offers, promotions, and title changes....",nothing_found
1324,Joblisting,,Philadelphia,Investigator,GlaxoSmithKline,"Upper Providence, PA",Versed in multiparametric data analyses and high throughput image analysis systems. Strong multiparametric data analysis skills as applied to high content...,nothing_found
1325,Joblisting,,Philadelphia,Regulatory Compliance,GlaxoSmithKline,"Collegeville, PA 19426",O Authors nonclinical contribution to regulatory submissions (drawing support from scientists). O Anticipates regulators questions regarding data results or...,nothing_found
1326,Joblisting,,Philadelphia,Program Administrator,Drexel University,"Philadelphia, PA",Obtains and maintains up-to-date data regarding status of enrolled students:. Assists faculty scientists and the Office of Nursing & Health Professions Research...,nothing_found
1327,Joblisting,,Philadelphia,Senior Fraud Analytics Manager,"Radial, Inc.","King of Prussia, PA 19406","The successful candidate will also be a good communicator, interacting with data scientists, engineers and internal business partners....",nothing_found
1328,Joblisting,,Philadelphia,Senior Software Engineer,Elsevier,"Philadelphia, PA 19103 (Belmont area)","Work with the data acquisition team to help develop acquisition frameworks, data storage strategies, and integration methods with our search index....",nothing_found
1329,Joblisting,,Philadelphia,Clinical Data Scientist (Manager),Pfizer Inc.,"Collegeville, PA",Clinical Data Scientist Manager. Serve as Clinical Data Scientist for one or more clinical trials assuming responsibility for all DM&M activities including...,nothing_found
1330,Joblisting,,Philadelphia,Systems Support Technologist,BOEING,"Ridley Park, PA","Skilled scientists and thinkers. Develops, collects and stores supportability standard data elements. Reviews equipment usage data to identify failure or...",nothing_found
1331,Joblisting,,Philadelphia,Senior Artificial Intelligence (AI) Machine Learning (ML) Engineer,Vanguard,"Malvern, PA","Knowledge of data engineering and experience with big data. The chosen candidate will provide expert level IT technical lead services, including the direction,...",nothing_found
1332,Joblisting,,Philadelphia,Product Owner,Berkadia Commercial Mortgage,"Ambler, PA","Our Product Owners are Scientists. Borrowing from popular fiction Jedis are polymaths, teachers, scientists, engineers, and diplomats who value wisdom and serve...",nothing_found
1333,Joblisting,,Philadelphia,Executive Assistant,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",nothing_found
1334,Joblisting,,Philadelphia,Logistics Engineer - Obsolesce,Scientific Research Corporation,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",Ability to assist government customer staff in the collection and analysis of actual and predictable obsolesce data....,nothing_found
1335,Joblisting,,Philadelphia,Bioreactor Engineer,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA","Bioreactor Upstream Scientist responsibilities include, but are not limited to, the following :. Eurofins Lancaster Laboratories PSS is searching for a...",nothing_found
1336,Joblisting,,Philadelphia,CORE Study Manager- Epidemiology,Merck,"Upper Gwynedd, PA",Support the Lead CORE Scientist in overall operational support for study conduct. Participate in quality control and integrity of study data and reports for...,nothing_found
1337,Joblisting,,Philadelphia,Postdoctoral Toxicologist,NMS Labs,"Willow Grove, PA","Data and Litigation Package review. Define and resolve problems, collect data, establish facts and draw valid conclusions....",nothing_found
1338,Joblisting,,Philadelphia,Data Scientist-Omni Channel Servicing and Sales Analytics Lead,Citi,"Wilmington, DE 19894",Data Scientist - Omni Channel Servicing and Sales Analytics Lead will be focused on leveraging big data analytic techniques and customer behavior data to lead...,nothing_found
1339,Joblisting,,Philadelphia,Intermediate Tax Research Analyst Tax Research Center,"Vertex, Inc.","King of Prussia, PA",Analyze tax changes to determine how it impacts existing data. Obtain rate and jurisdictional data from state and local jurisdictions....,nothing_found
1340,Joblisting,,Philadelphia,Logistics Engineer - Obsolesce,Scientific Research Corporation,"Philadelphia, PA 19112 (Marconi Plaza-Packer Park area)",Ability to assist government customer staff in the collection and analysis of actual and predictable obsolesce data....,nothing_found
1341,Joblisting,,Philadelphia,Bioreactor Engineer,Eurofins Lancaster Laboratories Professional Scien...,"West Point, PA","Bioreactor Upstream Scientist responsibilities include, but are not limited to, the following :. Eurofins Lancaster Laboratories PSS is searching for a...",nothing_found
1342,Joblisting,,Philadelphia,CORE Study Manager- Epidemiology,Merck,"Upper Gwynedd, PA",Support the Lead CORE Scientist in overall operational support for study conduct. Participate in quality control and integrity of study data and reports for...,nothing_found
1343,Joblisting,,Philadelphia,Executive Assistant,Mobiquity,"Wayne, PA","We are a collective of consultants, designers, developers, cloud advisors, and data scientists - spread across 3 continents and 9 offices - who create...",nothing_found
